id,spend_lower,spend_upper,impressions_lower,impressions_upper,currency,ad_delivery_start_time,ad_delivery_stop_time,search_page_ids,bylines,target_gender,eu_total_reach,estimated_audience_size
392247607072006,9000,9999,50000,59999,CZK,2024-09-19,2024-09-21,360947680436739,SPOLU pro Středočeský kraj,All,40136,100001
2037999629977741,200,299,1000,1999,CZK,2024-09-19,2024-09-20,360947680436739,SPOLU pro Středočeský kraj,All,1297,100001
516051841004135,5000,5999,45000,49999,CZK,2024-09-19,2024-09-22,360947680436739,SPOLU pro Středočeský kraj,All,43671,50001
8316444318468748,5000,5999,50000,59999,CZK,2024-09-18,2024-09-21,360947680436739,SPOLU pro Středočeský kraj,All,47054,50001
886688790015834,4500,4999,35000,39999,CZK,2024-09-18,2024-09-20,360947680436739,SPOLU pro Středočeský kraj,All,23288,100001
358917827315053,50000,59999,200000,249999,CZK,2024-09-16,2024-09-21,360947680436739,SPOLU pro Středočeský kraj,All,131733,100001
1642504746294615,40000,44999,450000,499999,CZK,2024-09-16,2024-09-21,360947680436739,SPOLU pro Středočeský kraj,All,234914,100001
1181114443174301,1000,1499,20000,24999,CZK,2024-09-16,2024-09-20,360947680436739,SPOLU pro Středočeský kraj,All,22377,10001
1070049234464411,3000,3499,60000,69999,CZK,2024-09-16,2024-09-20,360947680436739,SPOLU pro Středočeský kraj,All,64691,100001
514637784651259,5000,5999,50000,59999,CZK,2024-09-14,2024-09-21,360947680436739,SPOLU pro Středočeský kraj,All,48310,10001
554855320208420,15000,19999,125000,149999,CZK,2024-09-13,2024-09-20,360947680436739,SPOLU pro Středočeský kraj,All,67170,100001
886504453342821,15000,19999,125000,149999,CZK,2024-09-13,2024-09-21,360947680436739,SPOLU pro Středočeský kraj,All,87439,100001
1927912214394407,15000,19999,150000,174999,CZK,2024-09-13,2024-09-20,360947680436739,SPOLU pro Středočeský kraj,All,54314,100001
1539079610033426,3000,3499,80000,89999,CZK,2024-09-13,2024-09-17,360947680436739,SPOLU pro Středočeský kraj,All,49704,100001
495805443256864,1000,1499,20000,24999,CZK,2024-09-13,2024-09-17,360947680436739,SPOLU pro Středočeský kraj,All,19951,50001
1741817253311170,2500,2999,40000,44999,CZK,2024-09-13,2024-09-19,360947680436739,SPOLU pro Středočeský kraj,All,39379,50001
507819615283905,6000,6999,100000,124999,CZK,2024-09-13,2024-09-20,360947680436739,SPOLU pro Středočeský kraj,All,120737,100001
843388574528188,6000,6999,125000,149999,CZK,2024-09-13,2024-09-19,360947680436739,SPOLU pro Středočeský kraj,All,106590,100001
1463989460927489,2500,2999,40000,44999,CZK,2024-09-13,2024-09-19,360947680436739,SPOLU pro Středočeský kraj,All,39530,50001
3149498295190612,10000,14999,125000,149999,CZK,2024-09-12,2024-09-14,360947680436739,SPOLU pro Středočeský kraj,All,119988,100001
1041658997369088,10000,14999,100000,124999,CZK,2024-09-12,2024-09-14,360947680436739,SPOLU pro Středočeský kraj,All,94475,100001
1891605788001863,10000,14999,125000,149999,CZK,2024-09-12,2024-09-14,360947680436739,SPOLU pro Středočeský kraj,All,123254,100001
2314621662218483,5000,5999,45000,49999,CZK,2024-09-11,2024-09-21,360947680436739,SPOLU pro Středočeský kraj,All,34461,10001
879068974142060,5000,5999,60000,69999,CZK,2024-09-11,2024-09-21,360947680436739,SPOLU pro Středočeský kraj,All,49172,10001
1306356100747797,5000,5999,70000,79999,CZK,2024-09-11,2024-09-21,360947680436739,SPOLU pro Středočeský kraj,All,63776,50001
515479674675039,5000,5999,60000,69999,CZK,2024-09-11,2024-09-21,360947680436739,SPOLU pro Středočeský kraj,All,50278,50001
1697151371020419,5000,5999,60000,69999,CZK,2024-09-11,2024-09-21,360947680436739,SPOLU pro Středočeský kraj,All,58189,50001
1237845557566006,4500,4999,50000,59999,CZK,2024-09-11,2024-09-21,360947680436739,SPOLU pro Středočeský kraj,All,47088,10001
2019361908514993,5000,5999,60000,69999,CZK,2024-09-11,2024-09-21,360947680436739,SPOLU pro Středočeský kraj,All,60095,50001
1603660537174840,5000,5999,50000,59999,CZK,2024-09-11,2024-09-20,360947680436739,SPOLU pro Středočeský kraj,All,46388,50001
521024053905784,5000,5999,60000,69999,CZK,2024-09-11,2024-09-21,360947680436739,SPOLU pro Středočeský kraj,All,54963,50001
1215440596366466,5000,5999,50000,59999,CZK,2024-09-11,2024-09-21,360947680436739,SPOLU pro Středočeský kraj,All,42909,10001
1069076601344822,5000,5999,50000,59999,CZK,2024-09-11,2024-09-21,360947680436739,SPOLU pro Středočeský kraj,All,48884,10001
1252501316103746,0,99,0,999,CZK,2024-09-11,2024-09-11,360947680436739,SPOLU pro Středočeský kraj,All,186,10001
2904099446419826,0,99,1000,1999,CZK,2024-09-11,2024-09-11,360947680436739,SPOLU pro Středočeský kraj,All,1326,50001
505507505511848,40000,44999,500000,599999,CZK,2024-09-10,2024-09-21,360947680436739,SPOLU pro Středočeský kraj,All,452541,100001
1289129695789665,40000,44999,500000,599999,CZK,2024-09-10,2024-09-21,360947680436739,SPOLU pro Středočeský kraj,All,279174,100001
488965570568643,40000,44999,500000,599999,CZK,2024-09-10,2024-09-21,360947680436739,SPOLU pro Středočeský kraj,All,430275,100001
1534858477236716,2500,2999,35000,39999,CZK,2024-09-10,2024-09-17,360947680436739,SPOLU pro Středočeský kraj,All,37479,50001
1301019571281717,6000,6999,100000,124999,CZK,2024-09-10,2024-09-17,360947680436739,SPOLU pro Středočeský kraj,All,110665,100001
1039766641190456,6000,6999,100000,124999,CZK,2024-09-10,2024-09-17,360947680436739,SPOLU pro Středočeský kraj,All,110121,100001
1247830213021909,2500,2999,35000,39999,CZK,2024-09-10,2024-09-17,360947680436739,SPOLU pro Středočeský kraj,All,37379,50001
1035207964711612,25000,29999,350000,399999,CZK,2024-09-10,2024-09-21,360947680436739,SPOLU pro Středočeský kraj,All,273905,100001
494441103452043,8000,8999,90000,99999,CZK,2024-09-10,2024-09-21,360947680436739,SPOLU pro Středočeský kraj,All,72617,50001
1812257212915378,25000,29999,350000,399999,CZK,2024-09-10,2024-09-21,360947680436739,SPOLU pro Středočeský kraj,All,267246,100001
877291694463533,8000,8999,90000,99999,CZK,2024-09-10,2024-09-21,360947680436739,SPOLU pro Středočeský kraj,All,71378,50001
1262565874907911,900,999,10000,14999,CZK,2024-09-09,2024-09-11,360947680436739,SPOLU pro Středočeský kraj,All,13528,50001
1165193234552949,2000,2499,50000,59999,CZK,2024-09-09,2024-09-11,360947680436739,SPOLU pro Středočeský kraj,All,50461,100001
436681919388044,900,999,10000,14999,CZK,2024-09-09,2024-09-11,360947680436739,SPOLU pro Středočeský kraj,All,13754,50001
1959449384552123,1500,1999,50000,59999,CZK,2024-09-09,2024-09-11,360947680436739,SPOLU pro Středočeský kraj,All,49953,100001
3342361702734507,3000,3499,40000,44999,CZK,2024-09-09,2024-09-14,360947680436739,SPOLU pro Středočeský kraj,All,38425,10001
875186067390312,7000,7999,125000,149999,CZK,2024-09-09,2024-09-14,360947680436739,SPOLU pro Středočeský kraj,All,129087,100001
2717643195109390,2500,2999,35000,39999,CZK,2024-09-09,2024-09-14,360947680436739,SPOLU pro Středočeský kraj,All,34639,10001
486544694196617,6000,6999,100000,124999,CZK,2024-09-09,2024-09-14,360947680436739,SPOLU pro Středočeský kraj,All,89430,100001
502085279230026,2500,2999,25000,29999,CZK,2024-09-09,2024-09-12,360947680436739,SPOLU pro Středočeský kraj,All,25402,50001
844490664472646,5000,5999,100000,124999,CZK,2024-09-09,2024-09-12,360947680436739,SPOLU pro Středočeský kraj,All,84105,100001
353472444400125,600,699,15000,19999,CZK,2024-09-07,2024-09-10,360947680436739,SPOLU pro Středočeský kraj,All,16798,100001
1512216969413816,800,899,20000,24999,CZK,2024-09-07,2024-09-10,360947680436739,SPOLU pro Středočeský kraj,All,20873,100001
531849022622867,3000,3499,70000,79999,CZK,2024-09-07,2024-09-11,360947680436739,SPOLU pro Středočeský kraj,All,71496,100001
1450132939030644,3000,3499,70000,79999,CZK,2024-09-07,2024-09-11,360947680436739,SPOLU pro Středočeský kraj,All,71534,100001
1194846054965983,100,199,0,999,CZK,2024-09-06,2024-09-09,360947680436739,SPOLU pro Středočeský kraj,All,791,50001
1200534071171805,100,199,5000,5999,CZK,2024-09-06,2024-09-07,360947680436739,SPOLU pro Středočeský kraj,All,5122,500001
1030720118549097,1500,1999,15000,19999,CZK,2024-09-06,2024-09-11,360947680436739,SPOLU pro Středočeský kraj,All,16684,50001
3347727675534362,1500,1999,15000,19999,CZK,2024-09-06,2024-09-11,360947680436739,SPOLU pro Středočeský kraj,All,16168,50001
1622738388292722,200,299,1000,1999,CZK,2024-09-06,2024-09-09,360947680436739,SPOLU pro Středočeský kraj,All,984,50001
436239955483766,0,99,0,999,CZK,2024-09-05,2024-09-06,360947680436739,SPOLU pro Středočeský kraj,All,146,1001
1572100217061032,900,999,40000,44999,CZK,2024-09-04,2024-09-07,360947680436739,SPOLU pro Středočeský kraj,All,23862,500001
1170706880710849,0,99,0,999,CZK,2024-09-03,2024-09-06,360947680436739,SPOLU pro Středočeský kraj,All,274,1001
527188399699242,0,99,0,999,CZK,2024-09-03,2024-09-07,360947680436739,SPOLU pro Středočeský kraj,All,267,1001
903761781775213,1500,1999,70000,79999,CZK,2024-09-03,2024-09-07,360947680436739,SPOLU pro Středočeský kraj,All,76945,500001
2444347102623450,1500,1999,70000,79999,CZK,2024-09-03,2024-09-07,360947680436739,SPOLU pro Středočeský kraj,All,74127,500001
